adult,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,weighted_rating
False,444090,no,Askeladden - I Dovregubbens hall,espen ash lad a poor farmers son embarks on a dangerous quest with his brothers to save the princess from a vile troll known as the mountain king  in order to collect a reward and save his familys farm from ruin,2.4556,2017-09-29,The Ash Lad: In the Hall of the Mountain King,6.77,402,2017,6.745991585440809
False,9407,en,Red Corner,an american attorney on business in china ends up wrongfully on trial for murder and his only key to innocence is a female defense lawyer from the country,3.7721,1997-10-30,Red Corner,6.338,402,1997,6.725950502513304
False,469721,en,The Cured,what happens when the undead return to life in a world ravaged for years by a virus that turns the infected into zombielike cannibals a cure is at last found and the wrenching process of reintegrating the survivors back into society begins,1.7139,2017-11-24,The Cured,5.522,402,2017,6.688095123650239
False,535356,es,Elisa y Marcela,the film tells the true story of elisa snchez loriga and marcela gracia ibeas two women in  spain who fell deeply in love to overcome societal and legal barriers to their relationship elisa assumes a male identity enabling the pair to marry in secret their daring act makes them the first recorded samesex couple to marry in spain but their love is tested as they face relentless persecution and sacrifice,1.4993,2019-05-24,Elisa & Marcela,7.3,402,2019,6.770579025143534
False,13704,en,License to Drive,teenager les anderson thinks his life cant get any worse after he flunks his drivers exam but hes wrong even though he didnt receive his license les refuses to break his date with the cool mercedes lane and he decides to lift his familys prize luxury car for the occasion unfortunately mercedes sneaks some booze along and passes out drunk and a confused les makes the bad decision of enlisting his rebellious friend dean to help,2.6493,1988-07-06,License to Drive,6.601,402,1988,6.738151439573335
False,37347,en,Fort Apache,owen thursday sees his new posting to the desolate fort apache as a chance to claim the military honour which he believes is rightfully his arrogant obsessed with military form and ultimately selfdestructive he attempts to destroy the apache chief cochise after luring him across the border from mexico against the advice of his subordinates,3.7815,1948-05-21,Fort Apache,7.037,402,1948,6.758378088083503
False,7839,en,Wedding Daze,after losing the woman of his dreams anderson is convinced hell never fall in love again but at the urging of his best friend he spontaneously proposes to a dissatisfied waitress named katie and an innocent dare evolves into the kind of love that both have been looking for all along,3.5958,2006-09-09,Wedding Daze,5.6,402,2006,6.69171365251215
False,72213,en,Courageous,law enforcement officers adam mitchell nathan hayes and their partners stand up to the worst the streets have to offer with confidence and focus yet at the end of the day they face a challenge that none of them are truly prepared to tackle fatherhood they know that god desires to turn the hearts of fathers to their children but their children are beginning to drift further and further away from them when tragedy hits home these men are left wrestling with their hopes their fears their faith and their fathering can a newfound urgency help these dads draw closer to god and to their children,5.8715,2011-09-30,Courageous,7.602,402,2011,6.784589226634521
False,872709,fr,Fumer fait tousser,after a devastating battle against a diabolical turtle a team of five avengers  known as the tobacco force  is sent on a mandatory retreat to strengthen their decaying group cohesion where they share scary stories the film depicts their storytelling sojourn goes wonderfully well until lzardin emperor of evil decides to annihilate planet earth,0.9846,2022-11-30,Smoking Causes Coughing,6.0,402,2022,6.710270210778358
False,13909,en,She Wore a Yellow Ribbon,on the eve of retirement captain nathan brittles takes out a last patrol to stop an impending massive indian attack encumbered by women who must be evacuated brittles finds his mission imperiled,3.9122,1949-10-22,She Wore a Yellow Ribbon,6.918,402,1949,6.752857511999306
False,843906,en,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,with mystery inc on the tail of a strange object in nowhere kansas the strange hometown of eustace muriel and courage the gang soon find themselves contending with a giant cicada monster and her winged warriors,2.2652,2021-09-14,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,7.7,402,2021,6.789135583409743
False,508101,en,Plus One,longtime single friends ben and alice agree to be each others respective plus one at every wedding theyre invited to during a busy summer of wedding fever,2.6233,2019-06-14,Plus One,6.85,402,2019,6.74970289709405
False,6106,en,Salvador,in  an american journalist covering the salvadoran civil war becomes entangled with both the leftist guerrilla groups and the rightwing military dictatorship while trying to rescue his girlfriend and her children,2.804,1986-04-23,Salvador,7.1,401,1986,6.761261655103501
False,2210,en,Earth Girls Are Easy,in this musical comedy valerie is dealing with her philandering fianc ted when she finds that a trio of aliens have crashed their spaceship into her swimming pool once the furry beings are shaved at her girlfriends salon the women discover three handsome men underneath after absorbing the native culture via television the spacemen are ready to hit the dating scene in s los angeles,2.4231,1988-09-08,Earth Girls Are Easy,5.57,401,1988,6.690451212372325
False,461992,en,Hostile,juliette a lone survivor of an apocalyptic era fights to survive against hunger thirst a broken leg and strange disturbing creatures that only come out at nighttime,2.9649,2018-03-08,Hostile,5.8,401,2018,6.701095919449561
False,43919,en,Hatchet II,picking up right where the original ended marybeth escapes the clutches of the swampdwelling killer victor crowley after learning the truth about her familys connection to the hatchetwielding madman marybeth returns to the louisiana swamps along with an army of hunters to recover the bodies of her family and exact the bloodiest revenge against the bayou butcher,2.3085,2010-10-01,Hatchet II,5.536,401,2010,6.6888776469783
False,57825,en,Bride & Prejudice,mrs bakshi is eager to find suitors for her four unmarried daughters when a family friend introduces them to handsome american will darcy a bollywoodstyle modern adaptation of jane austens classic novel,3.2507,2004-02-11,Bride & Prejudice,6.4,401,2004,6.728864720520611
False,133919,sv,Scener ur ett äktenskap,johan and marianne are married and seem to have it all their happiness however is a faade for a troubled relationship which becomes even rockier when johan admits that hes having an affair before long the spouses separate and move towards finalizing their divorce but they make attempts at reconciling even as they pursue other relationships johan and marianne realize that they have a significant bond but also many issues that hinder that connection,2.0262,1974-09-15,Scenes from a Marriage,8.067,401,1974,6.806015706163009
False,312669,en,Maggie's Plan,maggies plan to have a baby on her own with a sperm donor is derailed when she falls in love with john an older married professor destroying his volatile marriage to the brilliant and impossible georgette but three years later married to john with one daughter maggie is out of love and in a quandary what do you do when you suspect your man and his exwife are actually perfect for each other,1.797,2016-04-27,Maggie's Plan,5.7,401,2016,6.6964677859377195
False,15014,it,Bianca,eccentric and full of manias michele is a young high school professor who defines himself as not used to happiness he realizes his life is meaningless if he doesnt have a woman by his side but after a series of rather disastrous experiences he feels more alone than ever then out of the blue a new french teacher called bianca arrives at school amongst uncertainties and contradictions the two start dating in the meantime a series of homicides take place and a police officer begins to suspect that michele is involved bianca will save him providing an alibi at the right moment but then everything goes wrong again,0.8041,1984-02-23,Bianca,7.525,401,1984,6.780931222528828
False,390555,en,Bonanza: The Return,a man with a grudge against the late little joe seeks revenge on the cartwrights and attempts to take over the ponderosa,0.5225,1993-11-24,Bonanza: The Return,6.5,401,1993,6.733492854032452
False,6076,de,Keinohrhasen,rainbow press reporter ludo is sentenced to  months but is released on probation but he has to work  hours for a local daycare center and meets anna who has unfinished business with him,2.7789,2007-12-01,Rabbit Without Ears,6.1,401,2007,6.714980319985086
False,20077,en,The Batman vs. Dracula,gotham city is terrorized not only by recent escapees joker and penguin but by the original creature of the night dracula can batman stop the ruthless vampire before he turns everyone in the city including the caped crusader joker and penguin into his mindless minions,3.352,2005-10-18,The Batman vs. Dracula,7.034,401,2005,6.758207086985686
False,476968,en,"Paul, Apostle of Christ",risking his life luke ventures to rome to visit paul  the apostle whos bound in chains and held captive in neros darkest and bleakest prison cell haunted by the shadows of his past misdeeds paul wonders if hes been forgotten as he awaits his grisly execution before pauls death luke resolves to write another book that details the birth of what will come to be known as the church,3.3,2018-03-23,"Paul, Apostle of Christ",7.583,401,2018,6.783615539965696
False,736918,en,The Noel Diary,cleaning out his childhood home at christmas a novelist meets a woman searching for her birth mother will an old diary unlock their pasts  and hearts,4.0624,2022-11-24,The Noel Diary,6.292,401,2022,6.723866336327822
False,2290,en,Jakob the Liar,in  poland a jewish shop keeper named jakob is summoned to ghetto headquarters after being caught out after curfew while waiting for the german kommondant jakob overhears a german radio broadcast about russian troop movements returned to the ghetto the shopkeeper shares his information with a friend and then rumors fly that there is a secret radio within the ghetto,2.8529,1999-09-16,Jakob the Liar,6.697,401,1999,6.7426102770507805
False,11215,en,Baby Boom,jc wiatt is a talented and ambitious new york city career woman who is married to her job and working towards partner at her firm she has a livein relationship with steven a successful investment broker who along with jc agreed children arent part of the plan jcs life takes an unexpected turn when a distant relative dies and the will appoints her the caretaker of their baby girl elizabeth the babys sudden arrival causes steven to leave breaking off their relationship juggling power lunches and powdered formula she is soon forced off the fast track by a conniving colleague and a bigoted boss but she wont stay down for long shell prove to the world that a woman can have it all and on her own terms too,2.6344,1987-10-07,Baby Boom,6.4,401,1987,6.728864720520611
False,57331,fr,Largo Winch II,propelled to the head of the w group after the death of his adoptive father largo winch decides to everyones surprise to sell it and use the proceeds to create an ambitious humanitarian foundation but on the very same day he finds himself accused of crimes against humanity by a mysterious witness to prove his innocence largo will have to retrace the steps of his past life in the heart of the burmese jungle,2.0541,2011-02-16,Largo Winch II,5.8,401,2011,6.701095919449561
False,9686,en,New York Stories,three tales of love ambition and neurosis unfold in the city that never sleeps in life lessons martin scorsese a tormented painter channels heartbreak into his art in life without zo francis ford coppola a precocious yearold navigates privilege and loneliness in a manhattan hotel and in oedipus wrecks woody allen a mans domineering mother literally becomes a looming presence over new york,3.1835,1989-03-10,New York Stories,6.222,401,1989,6.720626642869533
False,565413,it,Moschettieri del Re - La penultima missione,in thcentury france the queen brings the three musketeers  athos porthos aramis and an aging dartagnan  back from retirement for one last job saving her son louis and the whole kingdom,0.3369,2018-12-27,The King's Musketeers,5.9,401,2018,6.705724052961403
False,28941,en,Chopping Mall,hightech robots equipped with stateoftheart security devices have been recruited as the new mechanical night watchmen for the park plaza mall when a jolting bolt of lightning shortcircuits the main computer control the robots turn into killbots on the loose after unsuspecting shoppers,3.759,1986-11-14,Chopping Mall,5.8,400,1986,6.701199931260104
False,54445,en,S.W.A.T.: Firefight,los angeles swat officer lt paul cutler is sent to train the detroit swat team on new antiterrorism and homeland security techniques cutler has a hard time settling into his assignment as he locks horns with his new captain and encounters resistance from the team he must lead cutler begins to adjust to his new assignment starting a budding romance with police psychologist kim byers along the way unexpectedly a routine hostage call turns deadly and a relentless exgovernment agent named walter hatch vows revenge on cutler and the entire swat team for killing the woman he loves cutler must use his considerable swat training and knowledge to save his teammates and defeat a trained killer,1.979,2011-03-01,S.W.A.T.: Firefight,5.699,400,2011,6.696536635094626
False,733317,en,Monsters of Man,a robotics company vying to win a lucrative military contract team up with a corrupt cia agent to conduct an illegal live field test they deploy four weaponized prototype robots into a suspected drug manufacturing camp in the golden triangle assuming theyd be killing drug runners that no one would miss six doctors on a humanitarian mission witness the brutal slaughter and become prime targets,4.5384,2020-11-19,Monsters of Man,6.346,400,2020,6.726409433303181
False,15577,en,Crossing Over,immigrants from around the world enter los angeles every day with hopeful visions of a better life but little notion of what that life may cost their desperate scenarios test the humanity of immigration enforcement officers in crossing over writerdirector wayne kramer explores the allure of the american dream and the reality that immigrants find  and create  in st century la,2.3473,2009-02-10,Crossing Over,6.1,400,2009,6.715051306009047
False,100271,ja,ももへの手紙,a shy yearolds life takes a strange turn when she discovers three hungry goblins living in the attic of her new house she misses her old life she misses her father so very much until she makes some new ghoulish friends,2.8882,2012-04-21,A Letter to Momo,7.3,400,2012,6.770456805004823
False,492719,ja,GODZILLA 決戦機動増殖都市,humanitys desperate battle to reclaim the earth from godzilla continues the key to defeating the king of the monsters may be mechagodzilla a robotic weapon thought to have been lost nearly  years ago,3.3259,2018-05-18,Godzilla: City on the Edge of Battle,6.553,400,2018,6.7359668818799525
False,814340,en,Cha Cha Real Smooth,fresh out of college and stuck at his new jersey home without a clear path forward yearold andrew begins working as a party starter for barbat mitzvahswhere he strikes up a unique friendship with a young mom and her teenage daughter,3.4866,2022-06-17,Cha Cha Real Smooth,7.128,400,2022,6.762515350148762
False,22373,it,Saturno contro,this film focuses on contemporary  and somethings trying to make sense of their lives in an age in which the old certainties have disappeared lorenzo and davide make their lives together within a circle that includes antonio and angelica married with children nerval and her policeman husband,0.7249,2007-02-23,Saturn in Opposition,6.8,400,2007,6.74737118042325
False,309302,zh,狼图腾,in  a young beijing student chen zhen is sent to live among the nomadic herdsmen of inner mongolia caught between the advance of civilization from the south and the nomads traditional enemies  the marauding wolves  to the north humans and animals residents and invaders alike struggle to find their true place in the world,2.8291,2015-02-19,Wolf Totem,6.5,400,2015,6.733519805674306
False,16562,en,The Cutting Edge,two former olympians one a figure skater and the other a hockey player pin their hopes of one last shot at olympic glory on one another that is of course if they can keep from killing each other in the process,2.9321,1992-03-27,The Cutting Edge,7.21,400,1992,6.766301392580139
False,500475,en,SuperFly,career criminal youngblood priest wants out of the atlanta drug scene but as he ramps up sales one little slip up threatens to bring the whole operation down before he can make his exit,3.9018,2018-06-13,SuperFly,6.7,400,2018,6.742754055506935
False,31522,fr,Une femme est une femme,longing for a baby a stripper pursues another man in order to make her boyfriend jealous,1.1612,1961-09-06,A Woman Is a Woman,7.3,400,1961,6.770456805004823
False,334522,en,Alone in Berlin,berlin in june of  while nazi propaganda celebrates the regimes victory over france a kitchencumliving room in prenzlauer berg is filled with grief anna and otto quangels son has been killed at the front this working class couple had long believed in the fhrer and followed him willingly but now they realise that his promises are nothing but lies and deceit they begin writing postcards as a form of resistance and in a bid to raise awareness stop the war machine kill hitler putting their lives at risk they distribute these cards in the entrances of tenement buildings and in stairwells but the ss and the gestapo are soon onto them and even their neighbours pose a threat,2.6919,2016-02-15,Alone in Berlin,6.704,400,2016,6.742938740503588
False,10425,en,The Death and Life of Bobby Z,a dea agent provides former marine tim kearney with a way out of his prison sentence impersonate bobby z a recently deceased drug dealer in a hostage switch with a crime lord when the negotiations go awry kearney flees with zs son in tow,2.1109,2007-07-23,The Death and Life of Bobby Z,6.166,400,2007,6.718098608453815
False,18457,fr,Le Boulet,after winning the lottery a convict must chase down the warden who has his winning ticket,1.5288,2002-04-10,Dead Weight,5.8,399,2002,6.7013039670851935
False,23637,it,Io speriamo che me la cavo,a bureaucratic snafu sends marco tullio sperelli a portly middleaged northern italian to teach third grade in a poor town outside naples,0.987,1992-10-09,"Ciao, Professore!",7.17,399,1992,6.764407725858743
False,604605,ja,HELLO WORLD,a shy high schooler in kyoto meets a man claiming to be his future self who tells him hes hacked into the past to save their first love,2.8647,2019-09-20,Hello World,7.307,399,2019,6.770718101736098
False,127521,en,6 Bullets,an exmercenary known for finding missing children is hired by a mixed martial arts fighter whose daughter has been kidnapped,4.585,2012-09-11,6 Bullets,6.253,399,2012,6.722169662504477
False,16520,en,The King and I,widowed welsh mother anna leonowens becomes a governess and english tutor to the wives and many children of the stubborn king mongkut of siam anna and the king have a clash of personalities as she works to teach the royal family about the english language customs and etiquette and rushes to prepare a party for a group of european diplomats who must change their opinions about the king,3.6828,1956-06-29,The King and I,7.08,399,1956,6.760262223457562
False,20803,ru,Иван Васильевич меняет профессию,a scientist builds a time machine and accidentally sends his apartment complex manager and a petty burglar to th century moscow while tsar ivan the terrible travels to ,1.3786,1973-09-17,Ivan Vasilyevich Changes His Profession,7.891,399,1973,6.7976178062059915
False,788734,no,Syk pike,increasingly overshadowed by her boyfriends recent rise to fame as a contemporary artist creating sculptures from stolen furniture signe hatches a vicious plan to reclaim her rightfully deserved attention within the milieu of oslos cultural elite,2.113,2022-09-30,Sick of Myself,7.189,399,2022,6.765282887476771
False,10534,en,White Squall,in  a hardy group of prep school students boards an oldfashioned sailing ship with capt christopher sheldon at the helm the oceangoing voyage is intended to teach the boys fortitude and discipline but the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm,3.4099,1996-02-02,White Squall,6.258,399,1996,6.722399968193431
False,8696,en,Calendar Girls,members of a yorkshire branch of the womens institute cause controversy when they pose nude for a charity calendar,2.1687,2003-09-02,Calendar Girls,6.5,399,2003,6.733546763538832
False,594328,en,Phineas and Ferb the Movie: Candace Against the Universe,phineas and ferb travel across the galaxy to rescue their older sister candace who has been abducted by aliens and taken to a utopia in a faroff planet free of her pesky little brothers,3.3165,2020-08-27,Phineas and Ferb the Movie: Candace Against the Universe,7.248,399,2020,6.768000494606435
False,16235,en,Amityville II: The Possession,anthony and dolores montelli along with their four children move into their dream house in amityville and are immediately plagued by a string of paranormal experiences when the abusive anthony wrongly places the blame on their children dolores recruits a local catholic priest to exorcise the house,2.2268,1982-09-24,Amityville II: The Possession,5.8,399,1982,6.7013039670851935
False,228108,en,The Road Within,a young man with tourettes syndrome embarks on a road trip with his recentlydeceased mothers ashes,2.1721,2014-10-24,The Road Within,6.858,399,2014,6.750036650867979
False,461053,en,S.W.A.T.: Under Siege,when a dea and swat cartel takedown ends in a shootout swat agent travis hall seizes a mysterious prisoner taking him into custody before long the swat compound is under siege by waveafterwave of assault teams attempting to recover the prisoner known as the scorpion for the tattoo blazed across his back when travis discovers that his prisoner is a secret ops double agent planted within the cartel its up to him and his expert swat team to keep the scorpion and his billion dollar secrets safe,3.4498,2017-08-01,S.W.A.T.: Under Siege,5.876,399,2017,6.704804613557303
False,17187,en,The Emperor's Club,william hundert is a passionate and principled classics professor who finds his tightlycontrolled world shaken and inexorably altered when a new student sedgewick bell walks into his classroom what begins as a fierce battle of wills gives way to a close studentteacher relationship but results in a life lesson for hundert that will still haunt him a quarter of a century later,2.8747,2002-11-22,The Emperor's Club,7.1,399,2002,6.76118344621338
False,11042,fr,Les invasions barbares,in this belated sequel to the decline of the american empire middleaged montreal college professor remy learns that he is dying of liver cancer his exwife louise asks their estranged son sebastian a successful businessman living in london to come home sebastian makes the impossible happen using his contacts and disrupting the canadian healthcare system in every way possible to help his father fight his terminal illness to the bitter end while reuniting some of remys old friends including pierre alain dominique diane and claude who return to see their friend before he passes on,1.5057,2003-05-01,The Barbarian Invasions,7.055,399,2003,6.759110695012788
False,536115,ja,GODZILLA 星を喰う者,with no means for defeating godzilla earth mankind watches as king ghidorah clad in a golden light descends on the planet the heavens and earth shake once again as the war moves to a higher dimension,3.6668,2018-11-09,Godzilla: The Planet Eater,6.494,399,2018,6.733270396712086
False,12611,en,The Fury,when a devious plot separates cia agent peter sandza from his son robin the distraught father manages to see through the ruse taken because of his psychic abilities robin is being held by ben childress who is studying people with supernatural powers in hopes of developing their talents as weapons soon peter pairs up with gillian a teen who has telekinesis to find and rescue robin,2.9653,1978-03-10,The Fury,6.292,399,1978,6.7239660468783224
False,1069905,en,Jay Kelly,famous movie actor jay kelly embarks on a journey of selfdiscovery confronting both his past and present accompanied by his devoted manager ron,4.6415,2025-11-14,Jay Kelly,6.139,399,2025,6.7169186927963125
False,236399,en,Flowers in the Attic,after the sudden death of their father four children face cruel treatment from their ruthless grandmother,3.8856,2014-01-18,Flowers in the Attic,6.694,399,2014,6.742482624270269
False,8428,en,Pump Up the Volume,mark hunter a lonely high school student uses his shortwave radio to moonlight as the popular pirate dj hard harry when his show gets blamed for a teen committing suicide the students clash with high school faculty and the authorities,2.1563,1990-08-22,Pump Up the Volume,7.0,399,1990,6.756577332434288
False,255157,en,The Forger,a former child art prodigy and second generation petty thief arranges to buy his way out of prison to spend time with his ailing son only to be forced to alter his plans and commit one more job for the man who financed his release,2.7435,2014-09-10,The Forger,5.828,398,2014,6.702694654960951
False,28053,en,City Island,the rizzos a family who doesnt share their habits aspirations and careers with one another find their delicate web of lies disturbed by the arrival of a young excon brought home by vince the patriarch of the family who is a corrections officer in real life and a hopeful actor in private,2.6747,2009-03-06,City Island,6.935,398,2009,6.753562413060104
False,56825,it,Compagni di scuola,a group of former high school classmates meets for a reunion  years after graduation only to discover that any innocence or friendship is long lost,0.6272,1988-12-21,Compagni di scuola,7.138,398,1988,6.7628904662616645
False,39386,fr,L'Enquête corse,jack palmer is a parisbased detective with a huge ego ange leoni is a rebel native of corsica whose location cant be pinned down by even the most dogged of detectives approached by an obscure smalltime attorney and charged with the seemingly simple task of locating the missing leoni gifted gumshoe palmer accepts the job under the assumption that it will be the easiest money of his professional career but this superstar sleuth is about to find out just how mistaken he was,1.0287,2004-10-06,The Corsican File,5.9,398,2004,6.7060031270324405
False,85373,en,StreetDance 2,after suffering humiliation by the crew invincible street dancer ash looks to gather the best dancers from around the world for a rematch,2.7525,2012-03-30,StreetDance 2,6.2,398,2012,6.719788427330314
False,332704,en,Backtrack,troubled psychotherapist peter bowers is suffering from nightmares and eerie visions when he uncovers a horrifying secret that all of his patients share he is put on a course that takes him back to the small hometown he fled years ago there he confronts his demons and unravels a mystery  years in the making,1.6993,2015-07-25,Backtrack,5.775,398,2015,6.700259251908327
False,10754,pl,Krótki film o zabijaniu,jacek climbs into the taxi driven by waldemar tells him to drive to a remote location then brutally strangles him seemingly without motive,1.2921,1988-03-11,A Short Film About Killing,7.612,398,1988,6.784671240732305
False,360365,es,Tini: El gran cambio de Violetta,a teen star ventures out to the italian countryside for a summer and emerges a new artist,1.2417,2016-05-04,Tini: The New Life of Violetta,7.3,398,2016,6.7703345284225165
False,284289,en,Beyond the Reach,a highrolling corporate shark and his impoverished young guide play the most dangerous game during a hunting trip in the mojave desert,3.5339,2014-09-06,Beyond the Reach,5.9,398,2014,6.7060031270324405
False,41668,it,Fantozzi - Il ritorno,ugo fantozzi has been ejected from heaven and is sent back to earth for a short period of time until the staff in heaven can get fantozzi a place there fantozzi goes through a variety of unfortunate experiences such as rescuing his retro punk granddaughter uga and having to pay a vast telephone bill due to frequent chat line conversations he ends up getting arrested instead of his exboss who was originally charged with corruption just as he is about to enjoy the world cup final with italy he is called back into heaven can he find peace once again,0.4822,1996-12-20,Fantozzi The Return,5.756,397,1996,6.699495113906838
False,8324,en,Fast Food Nation,a dramatised examination of the health issues and social consequences of americas love affair with fast food,2.0509,2006-11-17,Fast Food Nation,6.1,397,2006,6.715264362440393
False,11429,en,Beyond Re-Animator,once again tampering with mother nature to disastrous results dr herbert west continues his research while serving time in a maximum security prison for his previous exploits wests limited prisoncell experiments are suddenly interrupted by the arrival of a new prison doctor and the brother of the girl who suffered from wests experiments  years earlier,2.2745,2003-04-04,Beyond Re-Animator,5.936,397,2003,6.707746464883698
False,1472638,it,Buen Camino,checcos life is a comfortable and luxurious one and it couldnt be otherwise considering hes the only son of eugenio zalone a wealthy sofa manufacturer stranded by the pool in his luxurious villas with an unspecified number of filipinos serving him a very young mexican model as a girlfriend and vacationing on his yacht with friends who share his passion for not wanting to work it seems like a truly enviable life considering he lacks nothing absolutely nothing actually no something is missing its his underage daughter cristal named after the famous french sparkling wine who has suddenly disappeared without a trace urgently summoned to rome by his exwife linda he finds himself facing the responsibilities of fatherhood for the first time trying to find the girla very complicated task considering he knows absolutely nothing about cristal and her life,4.5884,2025-12-25,Buen Camino,6.4,397,2025,6.7290166140684935
False,10855,cn,赤裸特工,a mysterious woman known as madame m kidnaps forty preteen girls and transports them to a remote island to train them as the most deadly assassins cia operative jack chen follows the case for  years with no leads but when a series of assassinations begin to occur jack suspects that madame m is back in business,1.0245,2002-11-15,Naked Weapon,6.8,397,2002,6.747352949572627
False,43200,it,Basilicata Coast To Coast,a musical comedy a journey filled with unexpected twists and unexpected encounters leading a group of musicians to set out to the rhythm of their musical verses to participate in the scanzano jonico songtheatre festival walking across basilicata from the tyrrhenian to the ionian sea along the route that gives the project its name the journey will have a therapeutic effect,0.7031,2010-04-09,Basilicata Coast To Coast,6.297,397,2010,6.7242950076761785
False,1951,da,Manderlay,in  a young woman and her father discover an alabama plantation whose inhabitants live as if slavery had never been abolished feeling a sense of duty to those behind the heavy gates she stays to liberate the people and see them through their first harvest with four of her fathers colleagues and a lawyer she faces the daunting task of resurrecting the place known as manderlay,2.0451,2005-06-03,Manderlay,6.887,397,2005,6.751341102544776
False,970348,en,The Old Oak,a pub landlord in a previously thriving mining community struggles to hold onto his pub meanwhile tensions rise in the town when syrian refugees are placed in the empty houses in the community,2.5956,2023-09-29,The Old Oak,7.208,397,2023,6.766056011786843
False,9283,en,Beautiful Girls,during a snowy winter in the small fictional town of knights ridge massachusetts a group of lifelong buddies hang out drink and struggle to connect with the women who affect their decisions dreams and desires,3.2757,1996-02-09,Beautiful Girls,6.6,397,1996,6.738184781820561
False,59457,en,Womb,a womans consuming love forces her to bear the clone of her dead beloved from his infancy to manhood she faces the unavoidable complexities of her controversial decision,3.3088,2010-07-15,Womb,6.0,397,2010,6.71068027856436
False,4507,es,"Jamón, jamón",jos luis has a cushy corporate job at the lingerie factory his mom owns after he falls in love and proposes to silvia a beautiful laborer on the underwear assembly line his mom enlists raul a potential underwear model and wouldbe bullfighter to seduce silvia,3.5091,1992-09-03,Jamon Jamon,6.203,397,1992,6.719985968832708
False,10451,zh,飲食男女,retired and widowed chinese master chef chu lives in modern day taipei with his three attractive daughters all of whom are unattached soon each daughter encounters a new man in their lives when these new relationships blossom stereotypes are broken and the living situation within the family changes,3.4421,1994-08-03,Eat Drink Man Woman,7.6,397,1994,6.784025620580895
False,20139,en,The Children's Hour,an unruly student at a private allgirls boarding school scandalously accuses the two women who run it of having a romantic relationship,2.2712,1961-12-19,The Children's Hour,7.646,397,1961,6.78613429916387
False,2016,fr,Indigènes, they have never stepped foot on french soil but because france was at war said abdelkader messaoud and yassir enlist in the french army along with  other indigenous soldiers to liberate the fatherland from the nazi enemy heroes that history has forgotten,3.1923,2006-09-27,Days of Glory,6.676,397,2006,6.741668685566346
False,18988,en,The Lion in Winter,henry ii and his estranged queen eleanor of aquitaine battle over the choice of an heir,3.0068,1968-08-20,The Lion in Winter,7.38,397,1968,6.773940636053621
False,25602,en,Ninja,a westerner named casey studying ninjutsu in japan is asked by the sensei to return to new york to protect the legendary yoroi bitsu an armored chest that contains the weapons of the last koga ninja,5.0663,2009-10-22,Ninja,6.14,397,2009,6.717097995990806
False,10433,en,Mad Dog and Glory,wayne dobie is a shy cop whose lowkey demeanor has earned him the affectionate nickname mad dog after mad dog saves the life of frank milo a crime boss and aspiring standup comedian hes offered the company of an attractive young waitress named glory for a week at first both are uneasy about the arrangement but they eventually fall in love however the situation becomes complicated when milo demands glory back,2.329,1993-03-05,Mad Dog and Glory,6.0,397,1993,6.71068027856436
False,50037,en,Beyond the Black Rainbow,deep within the mysterious arboria institute a disturbed and beautiful girl is held captive by a doctor in search of inner peace her mind controlled by a sinister technology silently she waits for her next session with deranged therapist dr barry nyle if she hopes to escape she must journey through the darkest reaches of the institute but nyle wont easily part with his most gifted and dangerous creation,1.1897,2010-12-03,Beyond the Black Rainbow,5.67,397,2010,6.69555280177345
False,589524,it,Il campione,christian is an extremely talented as well as unpredictable football player after his latest screwup the president of his team decides to assign him a personal tutor to help him in controlling his temper valerio is a shy and solitary professor the exact opposite of the champion sparks will fly between the two at first but soon their relationship will change both for the better,0.5461,2019-04-18,The Champion,6.642,397,2019,6.740110097048494
False,574074,en,Kitbull,an unlikely connection sparks between two creatures a fiercely independent stray kitten and a pit bull together they experience friendship for the first time,2.0529,2019-01-18,Kitbull,7.947,397,2019,6.799932391630731
False,762079,fr,Le Calendrier,eva an exdancer is now living in a wheelchair unable to walk when her friend sophie gives her an old wooden antique advent calendar before christmas she realizes each window contains a surprise that triggers repercussions in real life some of them good but most of them bad now eva will have to choose between getting rid of the calendar or walking again even if it causes death around her,2.3991,2021-12-01,The Advent Calendar,6.69,397,2021,6.7423104573089905
False,1155089,en,Justice League: Crisis on Infinite Earths Part One,death is coming worse than death oblivion not just for our earth but for everyone everywhere in every universe against this ultimate destruction the mysterious monitor has gathered the greatest team of super heroes ever assembled but what can the combined might of superman wonder woman batman the flash green lantern and hundreds of super heroes from multiple earths even do to save all of reality from an unstoppable antimatter armageddon,4.3316,2024-01-08,Justice League: Crisis on Infinite Earths Part One,7.253,396,2024,6.76806285475654
False,469876,it,Addio fottuti musi verdi,young ciro priello an ultraskilled neapolitan graphic can not find a job that satisfies and appreciates him after sending the curriculum practically everywhere he just have to send a copy in space he will thus be able to work for an alien society based on competence and meritocracy,0.1866,2017-11-09,Addio fottuti musi verdi,5.7,396,2017,6.697043153622512
False,172106,fr,Jappeloup,a true sports story that utterly defies the odds duguays film captures the wild ups and downs of the olympicsbound career of legendary equine star jappeloup and his troubled rider locked in a tense relationship with his horseman father and forever uncertain of his own skills as an equestrian,1.0688,2013-03-13,Jappeloup,7.069,396,2013,6.759648414957015
