adult,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,weighted_rating
False,157336,en,Interstellar,the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage,59.15,2014-11-05,Interstellar,8.47,39461,2014,8.171288596283638
False,27205,en,Inception,cobb a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible inception the implantation of another persons idea into a targets subconscious,32.4608,2010-07-15,Inception,8.372,39061,2010,8.087875757209364
False,24428,en,The Avengers,when an unexpected enemy emerges and threatens global safety and security nick fury director of the international peacekeeping agency known as shield finds himself in need of a team to pull the world back from the brink of disaster spanning the globe a daring recruitment effort begins,50.9247,2012-04-25,The Avengers,8.006,37396,2012,7.777753353843432
False,155,en,The Dark Knight,batman raises the stakes in his war on crime with the help of lt jim gordon and district attorney harvey dent batman sets out to dismantle the remaining criminal organizations that plague the streets the partnership proves to be effective but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of gotham as the joker,33.1899,2008-07-16,The Dark Knight,8.528,35544,2008,8.19163902638547
False,19995,en,Avatar,in the nd century a paraplegic marine is dispatched to the moon pandora on a unique mission but becomes torn between following orders and protecting an alien civilization,32.3822,2009-12-16,Avatar,7.602,33823,2009,7.4336988073220525
False,293660,en,Deadpool,the origin story of former special forces operative turned mercenary wade wilson who after being subjected to a rogue experiment that leaves him with accelerated healing powers adopts the alter ego deadpool armed with his new abilities and a dark twisted sense of humor deadpool hunts down the man who nearly destroyed his life,20.1607,2016-02-09,Deadpool,7.623,32599,2016,7.4454107562081235
False,550,en,Fight Club,a tickingtimebomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy their concept catches on with underground fight clubs forming in every town until an eccentric gets in the way and ignites an outofcontrol spiral toward oblivion,29.0245,1999-10-15,Fight Club,8.438,31844,1999,8.089151814490066
False,299536,en,Avengers: Infinity War,as the avengers and their allies have continued to protect the world from threats too large for any one hero to handle a new danger has emerged from the cosmic shadows thanos a despot of intergalactic infamy his goal is to collect all six infinity stones artifacts of unimaginable power and use them to inflict his twisted will on all of reality everything the avengers have fought for has led up to this moment  the fate of earth and existence itself has never been more uncertain,46.7747,2018-04-25,Avengers: Infinity War,8.233,31779,2018,7.92589061805683
False,278,en,The Shawshank Redemption,imprisoned in the s for the double murder of his wife and her lover upstanding banker andy dufresne begins a new life at the shawshank prison where he puts his accounting skills to work for an amoral warden during his long stretch in prison dufresne comes to be admired by the other inmates  including an older prisoner named red  for his integrity and unquenchable sense of hope,46.3708,1994-09-23,The Shawshank Redemption,8.718,30171,1994,8.293766872501687
False,680,en,Pulp Fiction,a burgerloving hit man his philosophical partner a drugaddled gangsters moll and a washedup boxer converge in this sprawling comedic crime caper their adventures unfurl in three stories that ingeniously trip back and forth in time,32.2259,1994-09-10,Pulp Fiction,8.484,30036,1994,8.108758870490892
False,13,en,Forrest Gump,a man with a low iq has accomplished great things in his life and been present during significant historic eventsin each case far exceeding what anyone imagined he could do but despite all he has achieved his one true love eludes him,26.42,1994-06-23,Forrest Gump,8.464,29575,1994,8.088554893559952
False,118340,en,Guardians of the Galaxy,light years from earth  years after being abducted peter quill finds himself the prime target of a manhunt after discovering an orb wanted by ronan the accuser,9.381,2014-07-30,Guardians of the Galaxy,7.904,29564,2014,7.650777782360903
False,671,en,Harry Potter and the Philosopher's Stone,harry potter has lived under the stairs at his aunt and uncles house his whole life but on his th birthday he learns hes a powerful wizardwith a place waiting for him at the hogwarts school of witchcraft and wizardry as he learns to harness his newfound powers with the help of the schools kindly headmaster harry uncovers the truth about his parents deathsand about the villain whos to blame,28.7874,2001-11-16,Harry Potter and the Philosopher's Stone,7.898,29423,2001,7.645145980631708
False,1726,en,Iron Man,after being held captive in an afghan cave billionaire engineer tony stark creates a unique weaponized suit of armor to fight evil,24.2575,2008-04-30,Iron Man,7.657,27985,2008,7.449054868200495
False,68718,en,Django Unchained,with the help of a german bounty hunter a freed slave sets out to rescue his wife from a brutal mississippi plantation owner,14.6425,2012-12-25,Django Unchained,8.19,27877,2012,7.859564517395459
False,603,en,The Matrix,set in the nd century the matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth,31.4798,1999-03-31,The Matrix,8.242,27708,1999,7.898066560781032
False,475557,en,Joker,during the s a failed standup comedian is driven insane and turns to a life of crime and chaos in gotham city while becoming an infamous psychopathic crime figure,17.8144,2019-10-01,Joker,8.126,27569,2019,7.807483436344727
False,299534,en,Avengers: Endgame,after the devastating events of avengers infinity war the universe is in ruins due to the efforts of the mad titan thanos with the help of remaining allies the avengers must assemble once more in order to undo thanos actions and restore order to the universe once and for all no matter what consequences may be in store,36.9903,2019-04-24,Avengers: Endgame,8.234,27547,2019,7.890366303768704
False,120,en,The Lord of the Rings: The Fellowship of the Ring,young hobbit frodo baggins after inheriting a mysterious ring from his uncle bilbo must leave his home in order to keep it from falling into the hands of its evil creator along the way a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination mt doom the only place where it can be destroyed,33.4553,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.432,27364,2001,8.040677217099166
False,597,en,Titanic,yearold rose dewitt bukater tells the story of her life aboard the titanic  years later a young rose boards the ship with her mother and fianc meanwhile jack dawson and fabrizio de rossi win thirdclass tickets aboard the ship rose tells the whole story from titanics departure through to its deathon its first and last voyageon april  ,32.7466,1997-12-18,Titanic,7.902,27030,1997,7.631065170385364
False,122,en,The Lord of the Rings: The Return of the King,as armies mass for a final battle that will decide the fate of the worldand powerful ancient forces of light and dark compete to determine the outcomeone member of the fellowship of the ring is revealed as the noble heir to the throne of the kings of men yet the sole hope for triumph over evil lies with a brave hobbit frodo who accompanied by his loyal friend sam and the hideous wretched gollum ventures deep into the very dark heart of mordor on his seemingly impossible quest to destroy the ring of power,31.9419,2003-12-17,The Lord of the Rings: The Return of the King,8.496,26361,2003,8.078067244038275
False,106646,en,The Wolf of Wall Street,a new york stockbroker refuses to cooperate in a large securities fraud case involving corruption on wall street corporate banking world and mob infiltration based on jordan belforts autobiography,25.527,2013-12-25,The Wolf of Wall Street,8.027,25769,2013,7.715675018055699
False,11324,en,Shutter Island,world war ii soldierturnedus marshal teddy daniels investigates the disappearance of a patient from a hospital for the criminally insane but his efforts are compromised by troubling visions and a mysterious doctor,17.7683,2010-02-14,Shutter Island,8.198,25689,2010,7.8443231549015335
False,99861,en,Avengers: Age of Ultron,when tony stark tries to jumpstart a dormant peacekeeping program things go awry and earths mightiest heroes are put to the ultimate test as the fate of the planet hangs in the balance as the villainous ultron emerges it is up to the avengers to stop him from enacting his terrible plans and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure,21.9033,2015-04-22,Avengers: Age of Ultron,7.27,24303,2015,7.136741717981685
False,49026,en,The Dark Knight Rises,following the death of district attorney harvey dent batman assumes responsibility for dents crimes to protect the late attorneys reputation and is subsequently hunted by the gotham city police department eight years later batman encounters the mysterious selina kyle and the villainous bane a new terrorist leader who overwhelms gothams finest the dark knight resurfaces to protect a city that has branded him an enemy,16.3608,2012-07-17,The Dark Knight Rises,7.793,24223,2012,7.526380715760404
False,16869,en,Inglourious Basterds,in nazioccupied france during world war ii a group of jewishamerican soldiers known as the basterds are chosen specifically to spread fear throughout the third reich by scalping and brutally killing nazis the basterds lead by lt aldo raine soon cross paths with a frenchjewish teenage girl who runs a movie theater in paris which is targeted by the soldiers,17.9603,2009-08-02,Inglourious Basterds,8.217,24032,2009,7.840315323063928
False,76341,en,Mad Max: Fury Road,an apocalyptic story set in the furthest reaches of our planet in a stark desert landscape where humanity is broken and most everyone is crazed fighting for the necessities of life within this world exist two rebels on the run who just might be able to restore order,16.0381,2015-05-13,Mad Max: Fury Road,7.632,23963,2015,7.404512805789005
False,271110,en,Captain America: Civil War,following the events of age of ultron the collective governments of the world pass an act designed to regulate all superhuman activity this polarizes opinion amongst the avengers causing two factions to side with iron man or captain america which causes an epic battle between former allies,18.7243,2016-04-27,Captain America: Civil War,7.447,23920,2016,7.266709405609065
False,121,en,The Lord of the Rings: The Two Towers,frodo baggins and the other members of the fellowship continue on their sacred quest to destroy the one ringbut on separate paths their destinies lie at two towersorthanc tower in isengard where the corrupt wizard saruman awaits and saurons fortress at baraddur deep within the dark lands of mordor frodo and sam are trekking to mordor to destroy the one ring of power while gimli legolas and aragorn search for the orccaptured merry and pippin all along nefarious wizard saruman awaits the fellowship members at the orthanc tower in isengard,22.9357,2002-12-18,The Lord of the Rings: The Two Towers,8.415,23732,2002,7.983646258039555
False,672,en,Harry Potter and the Chamber of Secrets,cars fly trees fight back and a mysterious houseelf comes to warn harry potter at the start of his second year at hogwarts adventure and danger await when bloody writing on a wall announces the chamber of secrets has been opened to save hogwarts will require all of harry ron and hermiones magical abilities and courage,21.4524,2002-11-13,Harry Potter and the Chamber of Secrets,7.702,23461,2002,7.452679876829153
False,284054,en,Black Panther,king tchalla returns home to the reclusive technologically advanced african nation of wakanda to serve as his countrys new leader however tchalla soon finds that he is challenged for the throne by factions within his own country as well as without using powers reserved to wakandan kings tchalla assumes the black panther mantle to join with exgirlfriend nakia the queenmother his princesskid sister members of the dora milaje the wakandan special forces and an american secret agent to prevent wakanda from being dragged into a world war,15.6103,2018-02-13,Black Panther,7.361,23380,2018,7.2000908715396825
False,150540,en,Inside Out,when yearold riley moves to a new city her emotions team up to help her through the transition joy fear anger disgust and sadness work together but when joy and sadness get lost they must journey through unfamiliar places to get back home,21.4368,2015-06-17,Inside Out,7.909,23354,2015,7.6047354141858206
False,284052,en,Doctor Strange,after his career is destroyed a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil,13.0473,2016-10-25,Doctor Strange,7.418,23328,2016,7.24191645461989
False,68721,en,Iron Man 3,when tony starks world is torn apart by a formidable terrorist called the mandarin he starts an odyssey of rebuilding and retribution,20.7173,2013-04-18,Iron Man 3,6.931,23324,2013,6.882295455924792
False,70160,en,The Hunger Games,in a dystopian society where the capitol forces each district to send two young tributes to fight to the death in a televised spectacle a girl volunteers to take her sisters place setting the stage for a struggle of survival and defiance,9.9131,2012-03-12,The Hunger Games,7.222,23194,2012,7.096652726686846
False,315635,en,Spider-Man: Homecoming,following the events of captain america civil war peter parker with the help of his mentor tony stark tries to balance his life as an ordinary high school student in queens new york city with fighting crime as his superhero alter ego spiderman as a new threat the vulture emerges,25.5088,2017-07-05,Spider-Man: Homecoming,7.33,23053,2017,7.175590600595176
False,673,en,Harry Potter and the Prisoner of Azkaban,year three at hogwarts means new fun and challenges as harry learns the delicate art of approaching a hippogriff transforming shapeshifting boggarts into hilarity and even turning back time but the term also brings danger soulsucking dementors hover over the school an ally of the accursed hewhocannotbenamed lurks within the castle walls and fearsome wizard sirius black escapes azkaban and harry will confront them all,21.3519,2004-05-31,Harry Potter and the Prisoner of Azkaban,8.008,23028,2004,7.674421709622413
False,807,en,Se7en,two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the seven deadly sins in this dark and haunting film that takes viewers from the tortured remains of one victim to the next the seasoned det somerset researches each sin in an effort to get inside the killers mind while his novice partner mills scoffs at his efforts to unravel the case,26.1878,1995-09-22,Se7en,8.38,22931,1995,7.946841596071051
False,283995,en,Guardians of the Galaxy Vol. 2,the guardians must fight to keep their newfound family together as they unravel the mysteries of peter quills true parentage,16.0016,2017-04-19,Guardians of the Galaxy Vol. 2,7.608,22818,2017,7.378513177800188
False,238,en,The Godfather,spanning the years  to  a chronicle of the fictional italianamerican corleone crime family when organized crime family patriarch vito corleone barely survives an attempt on his life his youngest son michael steps in to take care of the wouldbe killers launching a campaign of bloody revenge,42.0006,1972-03-14,The Godfather,8.686,22787,1972,8.169397414670303
False,1771,en,Captain America: The First Avenger,during world war ii steve rogers is a sickly man from brooklyn whos transformed into supersoldier captain america to aid in the war effort rogers must stop the red skull  adolf hitlers ruthless head of weaponry and the leader of an organization that intends to use a mysterious device of untold powers for world domination,9.2901,2011-07-22,Captain America: The First Avenger,7.005,22625,2011,6.9353964751971215
False,272,en,Batman Begins,driven by tragedy billionaire bruce wayne dedicates his life to uncovering and defeating the corruption that plagues his home gotham city  unable to work within the system he instead creates a new identity a symbol of fear for the criminal underworld  the batman,16.5591,2005-06-10,Batman Begins,7.723,22473,2005,7.460019861938248
False,10138,en,Iron Man 2,with the world now aware of his dual life as the armored superhero iron man billionaire inventor tony stark faces pressure from the government the press and the public to share his technology with the military unwilling to let go of his invention stark with pepper potts and james rhodey rhodes at his side must forge new alliances  and confront powerful enemies,28.7536,2010-04-28,Iron Man 2,6.851,22268,2010,6.822263095844894
False,10195,en,Thor,against his father odins will the mighty thor  a powerful but arrogant warrior god  recklessly reignites an ancient war thor is cast down to earth and forced to live among humans as punishment once here thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of asgard to invade earth,15.0319,2011-04-21,Thor,6.768,22243,2011,6.761722113539413
False,11,en,Star Wars,princess leia is captured and held hostage by the evil imperial forces in their effort to take over the galactic empire venturesome luke skywalker and dashing captain han solo team together with the loveable robot duo rd and cpo to rescue the beautiful princess and restore peace and justice in the empire,24.1323,1977-05-25,Star Wars,8.2,22187,1977,7.805105203362805
False,22,en,Pirates of the Caribbean: The Curse of the Black Pearl,when wily pirate captain barbossa seizes jack sparrows beloved ship the black pearl and kidnaps the governors daughter elizabeth swann blacksmith will turner reluctantly teams up with the unpredictable pirate jack to rescue heronly to uncover a terrifying curse that turns barbossas crew into the undead,19.5272,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.82,22101,2003,7.527400359779175
False,674,en,Harry Potter and the Goblet of Fire,when his name emerges from the goblet of fire harry potter becomes a competitor in a grueling battle for glory among three wizarding schoolsthe triwizard tournament but since harry never submitted his name for the tournament who did now harry must confront a deadly dragon fierce water demons and an enchanted maze only to find himself in the cruel grasp of he who must not be named,20.0711,2005-11-16,Harry Potter and the Goblet of Fire,7.8,22039,2005,7.512255645905235
False,297761,en,Suicide Squad,from dc comics comes the suicide squad an antihero team of incarcerated supervillains who act as deniable assets for the united states government undertaking highrisk black ops missions in exchange for commuted prison sentences,8.6724,2016-08-03,Suicide Squad,5.917,22018,2016,6.142902292644289
False,284053,en,Thor: Ragnarok,thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to asgard to stop ragnarok the destruction of his homeworld and the end of asgardian civilization at the hands of a powerful new threat the ruthless hela,15.3599,2017-10-02,Thor: Ragnarok,7.58,21905,2017,7.351237569260511
False,12445,en,Harry Potter and the Deathly Hallows: Part 2,harry ron and hermione continue their quest to vanquish the evil voldemort once and for all just as things begin to look hopeless for the young wizards harry discovers a trio of magical objects that endow him with powers to rival voldemorts formidable skills,22.0168,2011-07-12,Harry Potter and the Deathly Hallows: Part 2,8.08,21867,2011,7.71382177085199
False,634649,en,Spider-Man: No Way Home,peter parker is unmasked and no longer able to separate his normal life from the highstakes of being a superhero when he asks for help from doctor strange the stakes become even more dangerous forcing him to discover what it truly means to be spiderman,70.1641,2021-12-15,Spider-Man: No Way Home,7.933,21828,2021,7.606714858214599
False,105,en,Back to the Future,eighties teenager marty mcfly is accidentally sent back in time to  inadvertently disrupting his parents first meeting and attracting his mothers romantic interest marty must repair the damage to history by rekindling his parents romance and  with the help of his eccentric inventor friend doc brown  return to ,22.0144,1985-07-03,Back to the Future,8.325,21658,1985,7.888602320896708
False,14160,en,Up,carl fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest but at age  life seems to have passed him by until a twist of fate and a persistent year old wilderness explorer named russell gives him a new lease on life,18.1662,2009-05-28,Up,7.958,21555,2009,7.621799475641845
False,135397,en,Jurassic World,twentytwo years after the events of jurassic park isla nublar now features a fully functioning dinosaur theme park jurassic world as originally envisioned by john hammond,11.7892,2015-06-06,Jurassic World,6.699,21483,2015,6.7117295701153346
False,286217,en,The Martian,during a manned mission to mars astronaut mark watney is presumed dead after a fierce storm and left behind by his crew but watney has survived and finds himself stranded and alone on the hostile planet with only meager supplies he must draw upon his ingenuity wit and spirit to subsist and find a way to signal to earth that he is alive,16.0384,2015-09-30,The Martian,7.695,21074,2015,7.427365938511211
False,354912,en,Coco,despite his familys baffling generationsold ban on music miguel dreams of becoming an accomplished musician like his idol ernesto de la cruz desperate to prove his talent miguel finds himself in the stunning and colorful land of the dead following a mysterious chain of events along the way he meets charming trickster hector and together they set off on an extraordinary journey to unlock the real story behind miguels family history,19.2596,2017-10-27,Coco,8.197,20847,2017,7.784779133384591
False,297762,en,Wonder Woman,an amazon princess comes to the world of man in the grips of the first world war to confront the forces of evil and bring an end to human conflict,13.5803,2017-05-30,Wonder Woman,7.208,20833,2017,7.076457550916222
False,102899,en,Ant-Man,armed with the astonishing ability to shrink in scale but increase in strength master thief scott lang must embrace his innerhero and help his mentor doctor hank pym protect the secret behind his spectacular antman suit from a new generation of towering threats against seemingly insurmountable obstacles pym and lang must plan and pull off a heist that will save the world,11.4038,2015-07-14,Ant-Man,7.066,20775,2015,6.974603472797357
False,98,en,Gladiator,after the death of emperor marcus aurelius his devious son takes power and demotes maximus one of romes most capable generals who marcus preferred eventually maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences,18.8994,2000-05-04,Gladiator,8.225,20757,2000,7.803527879852751
False,675,en,Harry Potter and the Order of the Phoenix,returning for his fifth year at hogwarts harry is stunned to find that his warnings about the return of lord voldemort have been ignored left with no choice harry takes matters into his own hands training a small group of motivated students to defend themselves against the dark arts,19.062,2007-07-08,Harry Potter and the Order of the Phoenix,7.672,20695,2007,7.407426359345777
False,245891,en,John Wick,exhitman john wick comes out of retirement to track down the gangsters that took everything from him,13.0303,2014-10-22,John Wick,7.455,20691,2014,7.252320216771156
False,767,en,Harry Potter and the Half-Blood Prince,as lord voldemort tightens his grip on both the muggle and wizarding worlds hogwarts is no longer a safe haven harry suspects perils may even lie within the castle but dumbledore is more intent upon preparing him for the final battle fast approaching together they work to find the key to unlock voldemorts defenses and to this end dumbledore recruits his old friend and colleague horace slughorn whom he believes holds crucial information even as the decisive showdown looms romance blossoms for harry ron hermione and their classmates love is in the air but danger lies ahead and hogwarts may never be the same again,19.0842,2009-07-15,Harry Potter and the Half-Blood Prince,7.681,20672,2009,7.4136458277569615
False,557,en,Spider-Man,after being bitten by a genetically altered spider at oscorp nerdy but endearing high school student peter parker is endowed with amazing powers to become the superhero known as spiderman,24.6119,2002-05-01,Spider-Man,7.325,20537,2002,7.158536009377606
False,496243,ko,기생충,all unemployed kitaeks family takes peculiar interest in the wealthy and glamorous parks for their livelihood until they get entangled in an unexpected incident,33.6941,2019-05-30,Parasite,8.494,20464,2019,7.990851642838503
False,12,en,Finding Nemo,nemo an adventurous young clownfish is unexpectedly taken from his great barrier reef home to a dentists office aquarium its up to his worrisome father marlin and a friendly but forgetful fish dory to bring nemo home  meeting vegetarian sharks surfer dude turtles hypnotic jellyfish hungry seagulls and more along the way,18.2042,2003-05-30,Finding Nemo,7.817,20448,2003,7.508417962359161
False,140607,en,Star Wars: The Force Awakens,thirty years after defeating the galactic empire han solo and his allies face a new threat from the evil kylo ren and his army of stormtroopers,12.5215,2015-12-15,Star Wars: The Force Awakens,7.25,20446,2015,7.1045955500455875
False,263115,en,Logan,in the near future a weary logan cares for an ailing professor x in a hideout on the mexican border but logans attempts to hide from the world and his legacy are upended when a young mutant arrives pursued by dark forces,13.5871,2017-02-28,Logan,7.819,20301,2017,7.508251336785606
False,12444,en,Harry Potter and the Deathly Hallows: Part 1,harry ron and hermione walk away from their last year at hogwarts to find and destroy the remaining horcruxes putting an end to voldemorts bid for immortality but with harrys beloved dumbledore dead and voldemorts unscrupulous death eaters on the loose the world is more dangerous than ever,19.8285,2010-11-17,Harry Potter and the Deathly Hallows: Part 1,7.734,20269,2010,7.44752006436468
False,346364,en,It,in a small town in maine seven children known as the losers club come face to face with life problems bullies and a monster that takes the shape of a clown called pennywise,15.8485,2017-09-06,It,7.239,20234,2017,7.095703519776498
False,10681,en,WALL·E,after hundreds of years doing what he was built for walle a robot designed to clean up the earthdiscovers a new purpose in life when he meets a sleek search robot named eve eve comes to realize that walle has inadvertently stumbled upon the key to the planets future and races back to space to report to the humans meanwhile walle chases eve across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen,18.1095,2008-06-22,WALL·E,8.11,20140,2008,7.712829291017229
False,37165,en,The Truman Show,in a pictureperfect seaside town an insurance salesman begins to realize that his entire existence may be staged and observed by a vast unseen audience as part of a reality tv show,18.9016,1998-06-04,The Truman Show,8.151,20061,1998,7.740760139119585
False,100402,en,Captain America: The Winter Soldier,after the cataclysmic events in new york with the avengers steve rogers aka captain america is living quietly in washington dc and trying to adjust to the modern world but when a shield colleague comes under attack steve becomes embroiled in a web of intrigue that threatens to put the world at risk joining forces with the black widow captain america struggles to expose the everwidening conspiracy while fighting off professional assassins sent to silence him at every turn when the full scope of the villainous plot is revealed captain america and the black widow enlist the help of a new ally the falcon however they soon find themselves up against an unexpected and formidable enemythe winter soldier,8.5092,2014-03-20,Captain America: The Winter Soldier,7.652,19895,2014,7.385778861173888
False,210577,en,Gone Girl,with his wifes disappearance having become the focus of an intense media circus a man sees the spotlight turned on him when its suspected that he may not be innocent,16.656,2014-10-01,Gone Girl,7.889,19843,2014,7.552607323758247
False,862,en,Toy Story,led by woody andys toys live happily in his room until andys birthday brings buzz lightyear onto the scene afraid of losing his place in andys heart woody plots against buzz but when circumstances separate buzz and woody from their owner the duo eventually learns to put aside their differences,22.2911,1995-11-22,Toy Story,7.971,19760,1995,7.60943124262148
False,585,en,"Monsters, Inc.",lovable sulley and his wisecracking sidekick mike wazowski are the top scare team at monsters inc the screamprocessing factory in monstropolis when a little girl named boo wanders into their world its the monsters who are scared silly and its up to sulley and mike to keep her out of sight and get her back home,21.4655,2001-11-01,"Monsters, Inc.",7.848,19663,2001,7.521570968133336
False,259316,en,Fantastic Beasts and Where to Find Them,in  newt scamander arrives at the magical congress of the united states of america with a magically expanded briefcase which houses a number of dangerous creatures and their habitats when the creatures escape from the briefcase it sends the american wizarding authorities after newt and threatens to strain even further the state of magical and nonmagical relations,11.6151,2016-11-16,Fantastic Beasts and Where to Find Them,7.307,19630,2016,7.14045564486505
False,8587,en,The Lion King,young lion prince simba eager to one day become king of the pride lands grows up under the watchful eye of his father mufasa all the while his villainous uncle scar conspires to take the throne for himself amid betrayal and tragedy simba must confront his past and find his rightful place in the circle of life,21.1347,1994-06-15,The Lion King,8.253,19587,1994,7.805513977697943
False,49051,en,The Hobbit: An Unexpected Journey,bilbo baggins a hobbit enjoying his quiet life is swept into an epic quest by gandalf the grey and thirteen dwarves who seek to reclaim their mountain home from smaug the dragon,17.5738,2012-12-12,The Hobbit: An Unexpected Journey,7.37,19521,2012,7.184065356260303
False,281957,en,The Revenant,in the s a frontiersman hugh glass sets out on a path of vengeance against those who left him for dead after a bear mauling,10.4666,2015-12-25,The Revenant,7.54,19215,2015,7.300871793280496
False,329865,en,Arrival,taking place after alien crafts land around the world an expert linguist is recruited by the military to determine whether they come in peace or are a threat,17.6938,2016-11-10,Arrival,7.624,19212,2016,7.3595821529251175
False,383498,en,Deadpool 2,wisecracking mercenary deadpool battles the evil and powerful cable and other bad guys to save a boys life,13.8147,2018-05-15,Deadpool 2,7.49,19117,2018,7.265105896352091
False,497,en,The Green Mile,a supernatural tale set on death row in a southern prison where gentle giant john coffey possesses the mysterious power to heal peoples ailments when the cell blocks head guard paul edgecomb recognizes coffeys miraculous gift he tries desperately to help stave off the condemned mans execution,25.8148,1999-12-10,The Green Mile,8.504,19115,1999,7.973042087356411
False,209112,en,Batman v Superman: Dawn of Justice,fearing the actions of a godlike super hero left unchecked gotham citys own formidable forceful vigilante takes on metropoliss most revered modernday savior while the world wrestles with what sort of hero it really needs and with batman and superman at war with one another a new threat quickly arises putting mankind in greater danger than its ever known before,15.0514,2016-03-23,Batman v Superman: Dawn of Justice,5.993,18896,2016,6.221746558630852
False,24,en,Kill Bill: Vol. 1,an assassin is shot by her ruthless employer bill and other members of their assassination circle  but she lives to plot her vengeance,14.8714,2003-10-10,Kill Bill: Vol. 1,7.971,18815,2003,7.596812975821274
False,694,en,The Shining,jack torrance accepts a caretaker job at the overlook hotel where he along with his wife wendy and their son danny must live isolated from the rest of the world for the winter but they arent prepared for the madness that lurks within,15.0105,1980-05-23,The Shining,8.205,18813,1980,7.759371278474199
False,9806,en,The Incredibles,bob parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia but when he receives a mysterious assignment its time to get back into costume,14.887,2004-10-27,The Incredibles,7.722,18791,2004,7.4235347109704435
False,419430,en,Get Out,chris and his girlfriend rose go upstate to visit her parents for the weekend at first chris reads the familys overly accommodating behavior as nervous attempts to deal with their daughters interracial relationship but as the weekend progresses a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined,13.593,2017-02-24,Get Out,7.621,18767,2017,7.3531461792825406
False,808,en,Shrek,it aint easy bein green  especially if youre a likable albeit smelly ogre named shrek on a mission to retrieve a gorgeous princess from the clutches of a firebreathing dragon shrek teams up with an unlikely compatriot  a wisecracking donkey,25.7008,2001-05-18,Shrek,7.759,18616,2001,7.447216808577528
False,1930,en,The Amazing Spider-Man,peter parker is an outcast high schooler abandoned by his parents as a boy leaving him to be raised by his uncle ben and aunt may like most teenagers peter is trying to figure out who he is and how he got to be the person he is today as peter discovers a mysterious briefcase that belonged to his father he begins a quest to understand his parents disappearance  leading him directly to oscorp and the lab of dr curt connors his fathers former partner as spiderman is set on a collision course with connors alter ego the lizard peter will make lifealtering choices to use his powers and shape his destiny to become a hero,17.6519,2012-06-23,The Amazing Spider-Man,6.732,18407,2012,6.735973194420735
False,2062,en,Ratatouille,remy a rat possesses a palate far more refined than that of his fellow comrades he dreams of becoming a chef one who creates rather than scavenges when fate deposits him in the sewers beneath one of pariss most famous restaurants he finds himself ideally placed to fulfill his dream forming an unusual alliance with a hapless young kitchen worker remy begins a daring culinary double life  as remy pursues his vision he must navigate the suspicions of the calculating head chef skinner the disapproval of remys own colony and the foreboding presence of renowned food critic anton ego who strikes fear in the hearts of chefs all throughout france,17.1166,2007-06-28,Ratatouille,7.838,18367,2007,7.498787907221776
False,101299,en,The Hunger Games: Catching Fire,after surviving the hunger games katniss and peeta struggle with the consequences of their victory as unrest spreads across panem forced back into the spotlight they become symbols of hope and resistance while the capitol prepares a new and deadly challenge that will change the future of the nation forever,12.7086,2013-11-15,The Hunger Games: Catching Fire,7.426,18349,2013,7.214488339438713
False,77338,fr,Intouchables,a true story of two men who should never have met  a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects,17.8264,2011-11-02,The Intouchables,8.269,18324,2011,7.795283912096663
False,1891,en,The Empire Strikes Back,the epic saga continues as luke skywalker in hopes of defeating the evil galactic empire learns the ways of the jedi from aging master yoda but darth vader is more determined than ever to capture luke meanwhile rebel leader princess leia cocky han solo chewbacca and droids cpo and rd are thrown into various stages of capture betrayal and despair,11.4936,1980-05-20,The Empire Strikes Back,8.392,18291,1980,7.879419135227262
False,381288,en,Split,though kevin has evidenced  personalities to his trusted psychiatrist dr fletcher there remains one still submerged who is set to materialize and dominate all the others compelled to abduct three teenage girls led by the willful observant casey kevin reaches a war for survival among all of those contained within him  as well as everyone around him  as the walls between his compartments shatter apart,11.8557,2017-01-19,Split,7.341,18250,2017,7.155190412564167
False,76338,en,Thor: The Dark World,thor fights to restore order across the cosmos but an ancient race led by the vengeful malekith returns to plunge the universe back into darkness faced with an enemy that even odin and asgard cannot withstand thor must embark on his most perilous and personal journey yet one that will reunite him with jane foster and force him to sacrifice everything to save us all,11.0438,2013-10-30,Thor: The Dark World,6.51,18243,2013,6.583206526894591
